Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.0070343,0.0438974
2,0.00709184,0.0384091
3,0.00743213,0.0368163
4,0.0079008,0.0366376
5,0.00845893,0.0372103
6,0.00909291,0.0382726
7,0.00979746,0.0396989
8,0.0105717,0.0414237
9,0.0114168,0.043411
10,0.0123352,0.0456396
11,0.0133297,0.0480971
12,0.0144034,0.0507763
13,0.0155597,0.053673
14,0.016802,0.0567852
15,0.0181339,0.0601119
16,0.0195588,0.0636525
17,0.0210801,0.0674065
18,0.0227008,0.071373
19,0.0244241,0.0755504
20,0.0262524,0.0799365
21,0.028188,0.0845281
22,0.030233,0.0893207
23,0.0323886,0.0943088
24,0.034656,0.0994856
25,0.0370356,0.104843
26,0.0395275,0.110372
27,0.0421316,0.116062
28,0.0448467,0.121901
29,0.0476713,0.127877
30,0.0506032,0.133976
31,0.0536397,0.140184
32,0.0567779,0.146486
33,0.0600141,0.152867
34,0.0633447,0.15931
35,0.0667655,0.165802
36,0.070272,0.172325
37,0.0738598,0.178865
38,0.0775242,0.185408
39,0.0812603,0.191939
40,0.0850634,0.198446
41,0.0889288,0.204915
42,0.0928519,0.211335
43,0.096828,0.217695
44,0.100853,0.223986
45,0.104922,0.2302
46,0.109032,0.236329
47,0.113179,0.242365
48,0.117359,0.248305
49,0.121569,0.254142
50,0.125806,0.259872
51,0.130067,0.265494
52,0.134349,0.271005
53,0.138651,0.276403
54,0.142971,0.281687
55,0.147306,0.286857
56,0.151654,0.291914
57,0.156016,0.296856
58,0.160388,0.301687
59,0.164771,0.306406
60,0.169162,0.311014
61,0.173562,0.315515
62,0.17797,0.319909
63,0.182385,0.324198
64,0.186806,0.328385
65,0.191233,0.332472
66,0.195666,0.336459
67,0.200105,0.340351
68,0.204549,0.344149
69,0.208998,0.347854
70,0.213451,0.35147
71,0.21791,0.354998
72,0.222373,0.35844
73,0.226841,0.361798
74,0.231314,0.365074
75,0.235791,0.36827
76,0.240272,0.371388
77,0.244759,0.374428
78,0.249249,0.377394
79,0.253745,0.380287
80,0.258245,0.383107
81,0.262749,0.385857
82,0.267259,0.388537
83,0.271772,0.391149
84,0.276291,0.393695
85,0.280814,0.396175
86,0.285342,0.398591
