Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00551655,0.00169713
2,0.00609248,0.000405431
3,0.00672858,9.6845e-05
4,0.0074306,2.30852e-05
5,0.00820527,5.41427e-06
6,0.00905996,1.26867e-06
7,0.0100028,2.97239e-07
8,0.0110426,6.96375e-08
9,0.0121893,1.63349e-08
10,0.0134533,3.85878e-09
11,0.0148465,1.21731e-09
12,0.0163816,8.69049e-10
13,0.0180724,8.56755e-10
14,0.0199343,1.31241e-09
15,0.0219837,1.3252e-09
16,0.0242386,1.31926e-09
17,0.0267184,1.11432e-09
18,0.0294443,1.98201e-09
19,0.0324391,1.28604e-09
20,0.0357272,1.46194e-09
21,0.0393351,7.93601e-10
22,0.0432911,1.37927e-09
23,0.0476251,1.28441e-09
24,0.0523693,3.85299e-09
25,0.0575576,2.10293e-09
26,0.0632257,3.46032e-09
27,0.0694108,3.7308e-09
28,0.0761519,1.97067e-09
29,0.0834889,4.02895e-09
30,0.091463,4.25042e-09
31,0.100116,6.7822e-09
32,0.109488,8.13392e-09
33,0.119621,9.71723e-09
34,0.130555,6.65798e-09
35,0.142327,6.29286e-09
36,0.154972,6.72005e-09
37,0.168519,1.38492e-08
38,0.182994,1.17205e-08
39,0.198416,1.255e-08
40,0.214796,1.50256e-08
41,0.232137,1.30599e-08
42,0.250432,5.54401e-09
43,0.269663,1.23371e-08
44,0.2898,1.19222e-08
45,0.310801,2.14944e-08
46,0.332612,2.17619e-08
47,0.355166,1.44753e-08
48,0.378382,1.8532e-08
49,0.40217,2.65434e-08
50,0.426428,3.69011e-08
51,0.451045,2.02301e-08
52,0.475906,2.24399e-08
53,0.500887,2.45872e-08
54,0.525864,1.36285e-08
55,0.550713,2.47009e-08
56,0.575312,4.11219e-08
57,0.599545,2.33748e-08
58,0.6233,1.62081e-08
59,0.646478,2.08221e-08
60,0.668987,1.51918e-08
61,0.69075,2.70654e-08
62,0.711698,3.70547e-08
63,0.731779,6.89211e-08
64,0.750951,3.90512e-08
65,0.769186,4.52549e-08
66,0.786465,4.62389e-08
67,0.802782,3.21742e-08
68,0.818142,3.01174e-08
69,0.832554,6.66957e-08
70,0.84604,6.59158e-08
71,0.858624,4.08621e-08
72,0.870337,3.42309e-08
73,0.881214,6.50073e-08
74,0.891293,4.76472e-08
75,0.900613,2.30684e-08
76,0.909216,5.49381e-08
77,0.917142,2.68073e-08
78,0.924434,3.91119e-08
79,0.931133,4.22871e-08
80,0.937278,1.09256e-08
81,0.942908,7.46577e-08
82,0.948061,6.49886e-08
83,0.952772,5.39544e-08
84,0.957075,3.73385e-08
85,0.961003,4.66734e-08
86,0.964584,7.40009e-08
87,0.967847,3.38559e-08
88,0.970819,4.92167e-08
89,0.973523,5.92384e-08
90,0.975983,8.41898e-08
91,0.97822,3.11946e-08
92,0.980252,1.86626e-08
93,0.982099,5.5076e-08
94,0.983775,4.06449e-08
95,0.985297,5.32717e-08
96,0.986678,4.95145e-08
97,0.98793,4.31833e-08
98,0.989067,2.1832e-08
99,0.990097,5.79546e-08
100,0.991031,6.10567e-08
101,0.991877,2.24982e-08
102,0.992645,7.66672e-08
103,0.99334,5.15652e-08
104,0.993969,8.50275e-08
105,0.99454,1.67622e-08
106,0.995056,3.6911e-08
107,0.995524,4.94276e-08
108,0.995948,7.69405e-08
109,0.996331,5.95224e-08
110,0.996678,9.60339e-08
111,0.996992,8.7805e-08
112,0.997276,6.37632e-08
113,0.997533,1.45435e-08
114,0.997766,4.46444e-08
115,0.997976,3.63084e-08
116,0.998167,3.66204e-08
117,0.998339,2.52191e-08
118,0.998494,4.24805e-08
119,0.998634,1.00816e-07
120,0.998761,2.12733e-08
121,0.998876,6.70117e-08
122,0.998979,8.26926e-08
123,0.999072,5.62036e-08
124,0.999106,7.40159e-08
125,0.999106,7.40159e-08
126,0.999106,7.40159e-08
127,0.999106,7.40159e-08
128,0.999106,7.40159e-08
129,0.999106,7.40159e-08
130,0.999106,7.40159e-08
131,0.999106,7.40159e-08
132,0.999106,7.40159e-08
133,0.999106,7.40159e-08
134,0.999106,7.40159e-08
135,0.999106,7.40159e-08
136,0.999106,7.40159e-08
137,0.999106,7.40159e-08
138,0.999106,7.40159e-08
139,0.999106,7.40159e-08
140,0.999106,7.40159e-08
141,0.999106,7.40159e-08
142,0.999106,7.40159e-08
143,0.999106,7.40159e-08
144,0.999106,7.40159e-08
145,0.999106,7.40159e-08
146,0.999106,7.40159e-08
147,0.999106,7.40159e-08
148,0.999106,7.40159e-08
149,0.999106,7.40159e-08
150,0.999106,7.40159e-08
151,0.999106,7.40159e-08
152,0.999106,7.40159e-08
153,0.999106,7.40159e-08
154,0.999106,7.40159e-08
155,0.999106,7.40159e-08
156,0.999106,7.40159e-08
157,0.999106,7.40159e-08
158,0.999106,7.40159e-08
159,0.999106,7.40159e-08
160,0.999106,7.40159e-08
161,0.999106,7.40159e-08
162,0.999106,7.40159e-08
163,0.999106,7.40159e-08
164,0.999106,7.40159e-08
165,0.999106,7.40159e-08
166,0.999106,7.40159e-08
167,0.999106,7.40159e-08
168,0.999106,7.40159e-08
169,0.999106,7.40159e-08
170,0.999106,7.40159e-08
171,0.999106,7.40159e-08
172,0.999106,7.40159e-08
173,0.999106,7.40159e-08
174,0.999106,7.40159e-08
175,0.999106,7.40159e-08
176,0.999106,7.40159e-08
177,0.999106,7.40159e-08
178,0.999106,7.40159e-08
179,0.999106,7.40159e-08
180,0.999106,7.40159e-08
181,0.999106,7.40159e-08
182,0.999106,7.40159e-08
183,0.999106,7.40159e-08
184,0.999106,7.40159e-08
185,0.999106,7.40159e-08
186,0.999106,7.40159e-08
187,0.999106,7.40159e-08
188,0.999106,7.40159e-08
189,0.999106,7.40159e-08
190,0.999106,7.40159e-08
191,0.999106,7.40159e-08
192,0.999106,7.40159e-08
193,0.999106,7.40159e-08
194,0.999106,7.40159e-08
195,0.999106,7.40159e-08
196,0.999106,7.40159e-08
197,0.999106,7.40159e-08
198,0.999106,7.40159e-08
199,0.999106,7.40159e-08
200,0.999106,7.40159e-08
201,0.999106,7.40159e-08
202,0.999106,7.40159e-08
203,0.999106,7.40159e-08
204,0.999106,7.40159e-08
205,0.999106,7.40159e-08
206,0.999106,7.40159e-08
207,0.999106,7.40159e-08
208,0.999106,7.40159e-08
209,0.999106,7.40159e-08
210,0.999106,7.40159e-08
211,0.999106,7.40159e-08
212,0.999106,7.40159e-08
213,0.999106,7.40159e-08
214,0.999106,7.40159e-08
215,0.999106,7.40159e-08
216,0.999106,7.40159e-08
217,0.999106,7.40159e-08
218,0.999106,7.40159e-08
219,0.999106,7.40159e-08
220,0.999106,7.40159e-08
221,0.999106,7.40159e-08
222,0.999106,7.40159e-08
223,0.999106,7.40159e-08
224,0.999106,7.40159e-08
225,0.999106,7.40159e-08
226,0.999106,7.40159e-08
227,0.999106,7.40159e-08
228,0.999106,7.40159e-08
229,0.999106,7.40159e-08
230,0.999106,7.40159e-08
231,0.999106,7.40159e-08
232,0.999106,7.40159e-08
233,0.999106,7.40159e-08
234,0.999106,7.40159e-08
235,0.999106,7.40159e-08
236,0.999106,7.40159e-08
237,0.999106,7.40159e-08
238,0.999106,7.40159e-08
239,0.999106,7.40159e-08
240,0.999106,7.40159e-08
241,0.999106,7.40159e-08
242,0.999106,7.40159e-08
243,0.999106,7.40159e-08
244,0.999106,7.40159e-08
245,0.999106,7.40159e-08
246,0.999106,7.40159e-08
247,0.999106,7.40159e-08
248,0.999106,7.40159e-08
249,0.999106,7.40159e-08
250,0.999106,7.40159e-08
251,0.999106,7.40159e-08
252,0.999106,7.40159e-08
253,0.999106,7.40159e-08
254,0.999106,7.40159e-08
255,0.999106,7.40159e-08
256,0.999106,7.40159e-08
257,0.999106,7.40159e-08
258,0.999106,7.40159e-08
259,0.999106,7.40159e-08
260,0.999106,7.40159e-08
261,0.999106,7.40159e-08
262,0.999106,7.40159e-08
263,0.999106,7.40159e-08
264,0.999106,7.40159e-08
265,0.999106,7.40159e-08
266,0.999106,7.40159e-08
267,0.999106,7.40159e-08
268,0.999106,7.40159e-08
269,0.999106,7.40159e-08
270,0.999106,7.40159e-08
271,0.999106,7.40159e-08
272,0.999106,7.40159e-08
273,0.999106,7.40159e-08
274,0.999106,7.40159e-08
275,0.999106,7.40159e-08
276,0.999106,7.40159e-08
277,0.999106,7.40159e-08
278,0.999106,7.40159e-08
279,0.999106,7.40159e-08
280,0.999106,7.40159e-08
281,0.999106,7.40159e-08
282,0.999106,7.40159e-08
283,0.999106,7.40159e-08
284,0.999106,7.40159e-08
285,0.999106,7.40159e-08
286,0.999106,7.40159e-08
287,0.999106,7.40159e-08
288,0.999106,7.40159e-08
289,0.999106,7.40159e-08
290,0.999106,7.40159e-08
291,0.999106,7.40159e-08
292,0.999106,7.40159e-08
293,0.999106,7.40159e-08
294,0.999106,7.40159e-08
295,0.999106,7.40159e-08
296,0.999106,7.40159e-08
297,0.999106,7.40159e-08
298,0.999106,7.40159e-08
299,0.999106,7.40159e-08
300,0.999106,7.40159e-08
301,0.999106,7.40159e-08
302,0.999106,7.40159e-08
303,0.999106,7.40159e-08
304,0.999106,7.40159e-08
305,0.999106,7.40159e-08
306,0.999106,7.40159e-08
307,0.999106,7.40159e-08
308,0.999106,7.40159e-08
309,0.999106,7.40159e-08
310,0.999106,7.40159e-08
311,0.999106,7.40159e-08
312,0.999106,7.40159e-08
313,0.999106,7.40159e-08
314,0.999106,7.40159e-08
315,0.999106,7.40159e-08
316,0.999106,7.40159e-08
317,0.999106,7.40159e-08
318,0.999106,7.40159e-08
319,0.999106,7.40159e-08
320,0.999106,7.40159e-08
321,0.999106,7.40159e-08
322,0.999106,7.40159e-08
323,0.999106,7.40159e-08
324,0.999106,7.40159e-08
325,0.999106,7.40159e-08
326,0.999106,7.40159e-08
327,0.999106,7.40159e-08
328,0.999106,7.40159e-08
329,0.999106,7.40159e-08
330,0.999106,7.40159e-08
331,0.999106,7.40159e-08
332,0.999106,7.40159e-08
333,0.999106,7.40159e-08
334,0.999106,7.40159e-08
335,0.999106,7.40159e-08
336,0.999106,7.40159e-08
337,0.999106,7.40159e-08
338,0.999106,7.40159e-08
339,0.999106,7.40159e-08
340,0.999106,7.40159e-08
341,0.999106,7.40159e-08
342,0.999106,7.40159e-08
343,0.999106,7.40159e-08
344,0.999106,7.40159e-08
345,0.999106,7.40159e-08
346,0.999106,7.40159e-08
347,0.999106,7.40159e-08
348,0.999106,7.40159e-08
349,0.999106,7.40159e-08
350,0.999106,7.40159e-08
351,0.999106,7.40159e-08
352,0.999106,7.40159e-08
353,0.999106,7.40159e-08
354,0.999106,7.40159e-08
355,0.999106,7.40159e-08
356,0.999106,7.40159e-08
357,0.999106,7.40159e-08
358,0.999106,7.40159e-08
359,0.999106,7.40159e-08
360,0.999106,7.40159e-08
361,0.999106,7.40159e-08
362,0.999106,7.40159e-08
363,0.999106,7.40159e-08
364,0.999106,7.40159e-08
365,0.999106,7.40159e-08
366,0.999106,7.40159e-08
367,0.999106,7.40159e-08
368,0.999106,7.40159e-08
369,0.999106,7.40159e-08
370,0.999106,7.40159e-08
371,0.999106,7.40159e-08
372,0.999106,7.40159e-08
373,0.999106,7.40159e-08
374,0.999106,7.40159e-08
375,0.999106,7.40159e-08
376,0.999106,7.40159e-08
377,0.999106,7.40159e-08
378,0.999106,7.40159e-08
379,0.999106,7.40159e-08
380,0.999106,7.40159e-08
381,0.999106,7.40159e-08
382,0.999106,7.40159e-08
383,0.999106,7.40159e-08
384,0.999106,7.40159e-08
385,0.999106,7.40159e-08
386,0.999106,7.40159e-08
387,0.999106,7.40159e-08
388,0.999106,7.40159e-08
389,0.999106,7.40159e-08
390,0.999106,7.40159e-08
391,0.999106,7.40159e-08
392,0.999106,7.40159e-08
393,0.999106,7.40159e-08
394,0.999106,7.40159e-08
395,0.999106,7.40159e-08
396,0.999106,7.40159e-08
397,0.999106,7.40159e-08
398,0.999106,7.40159e-08
399,0.999106,7.40159e-08
400,0.999106,7.40159e-08
401,0.999106,7.40159e-08
402,0.999106,7.40159e-08
403,0.999106,7.40159e-08
404,0.999106,7.40159e-08
405,0.999106,7.40159e-08
406,0.999106,7.40159e-08
407,0.999106,7.40159e-08
408,0.999106,7.40159e-08
409,0.999106,7.40159e-08
410,0.999106,7.40159e-08
411,0.999106,7.40159e-08
