Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00551963,0.0016804
2,0.00609566,0.000397082
3,0.00673224,9.37326e-05
4,0.00743496,2.21161e-05
5,0.00821043,5.21745e-06
6,0.00906605,1.23066e-06
7,0.0100099,2.9023e-07
8,0.011051,6.84625e-08
9,0.012199,1.61593e-08
10,0.0134646,3.8416e-09
11,0.0148596,2.29061e-09
12,0.0163966,1.40666e-09
13,0.0180898,1.34818e-09
14,0.0199542,1.17996e-09
15,0.0220065,1.5107e-09
16,0.0242647,1.44416e-09
17,0.0267482,1.42388e-09
18,0.0294782,1.53445e-09
19,0.0324776,4.76345e-09
20,0.035771,1.69999e-09
21,0.0393846,2.49863e-09
22,0.043347,2.90116e-09
23,0.0476882,2.93938e-09
24,0.0524403,6.68547e-09
25,0.0576373,3.89462e-09
26,0.0633149,3.85122e-09
27,0.0695106,5.66647e-09
28,0.0762632,3.56593e-09
29,0.0836128,8.64473e-09
30,0.0916005,7.35669e-09
31,0.100268,5.73127e-09
32,0.109656,1.26177e-08
33,0.119807,8.21651e-09
34,0.130759,7.93583e-09
35,0.14255,1.57785e-08
36,0.155214,1.20583e-08
37,0.168782,2.4251e-08
38,0.183279,2.868e-08
39,0.198724,1.92052e-08
40,0.215127,1.51518e-08
41,0.232491,1.04962e-08
42,0.250809,2.75401e-08
43,0.270062,1.65449e-08
44,0.290221,2.68573e-08
45,0.311243,3.52485e-08
46,0.333073,3.72482e-08
47,0.355644,4.27552e-08
48,0.378875,4.85939e-08
49,0.402675,4.11848e-08
50,0.426943,2.16764e-08
51,0.451568,3.11301e-08
52,0.476432,8.0412e-08
53,0.501414,7.30227e-08
54,0.526388,6.74439e-08
55,0.551231,9.94723e-08
56,0.575822,7.04556e-08
57,0.600042,7.05057e-08
58,0.623782,3.56589e-08
59,0.646943,1.03212e-07
60,0.669433,7.63939e-08
61,0.691174,5.61689e-08
62,0.7121,1.20783e-07
63,0.732157,6.55426e-08
64,0.751305,9.56781e-08
65,0.769514,9.78011e-08
66,0.786768,5.24237e-08
67,0.803061,6.50299e-08
68,0.818395,4.91305e-08
69,0.832784,8.55044e-08
70,0.846246,3.02866e-08
71,0.858807,8.68544e-08
72,0.870498,1.0465e-07
73,0.881354,1.55979e-07
74,0.891412,8.35036e-08
75,0.900712,4.416e-08
76,0.909295,1.12164e-07
77,0.917203,5.23184e-08
78,0.924477,1.06396e-07
79,0.931158,1.3593e-07
80,0.937286,1.32792e-07
81,0.9429,8.1403e-08
82,0.948036,8.66824e-08
83,0.952729,1.16439e-07
84,0.957015,7.27216e-08
85,0.960925,8.89902e-08
86,0.964488,6.10293e-08
87,0.967733,6.19966e-08
88,0.970684,8.0463e-08
89,0.973366,6.19542e-08
90,0.9758,6.75722e-08
91,0.978008,1.20063e-07
92,0.980015,1.31539e-07
93,0.981819,1.35626e-07
94,0.983452,1.25145e-07
95,0.984938,1.17176e-07
96,0.986292,1.06682e-07
97,0.987518,1.0005e-07
98,0.988594,1.48726e-07
99,0.989531,1.04261e-07
100,0.990382,1.31028e-07
101,0.990455,5.89527e-08
102,0.990455,5.89527e-08
103,0.990455,5.89527e-08
104,0.990455,5.89527e-08
105,0.990455,5.89527e-08
106,0.990455,5.89527e-08
107,0.990455,5.89527e-08
108,0.990455,5.89527e-08
109,0.990455,5.89527e-08
110,0.990455,5.89527e-08
111,0.990455,5.89527e-08
112,0.990455,5.89527e-08
113,0.990455,5.89527e-08
114,0.990455,5.89527e-08
115,0.990455,5.89527e-08
116,0.990455,5.89527e-08
117,0.990455,5.89527e-08
118,0.990455,5.89527e-08
119,0.990455,5.89527e-08
120,0.990455,5.89527e-08
121,0.990455,5.89527e-08
122,0.990455,5.89527e-08
123,0.990455,5.89527e-08
124,0.990455,5.89527e-08
125,0.990455,5.89527e-08
126,0.990455,5.89527e-08
127,0.990455,5.89527e-08
128,0.990455,5.89527e-08
129,0.990455,5.89527e-08
130,0.990455,5.89527e-08
131,0.990455,5.89527e-08
132,0.990455,5.89527e-08
133,0.990455,5.89527e-08
134,0.990455,5.89527e-08
135,0.990455,5.89527e-08
136,0.990455,5.89527e-08
137,0.990455,5.89527e-08
138,0.990455,5.89527e-08
139,0.990455,5.89527e-08
140,0.990455,5.89527e-08
141,0.990455,5.89527e-08
142,0.990455,5.89527e-08
143,0.990455,5.89527e-08
144,0.990455,5.89527e-08
145,0.990455,5.89527e-08
146,0.990455,5.89527e-08
147,0.990455,5.89527e-08
148,0.990455,5.89527e-08
149,0.990455,5.89527e-08
150,0.990455,5.89527e-08
151,0.990455,5.89527e-08
152,0.990455,5.89527e-08
153,0.990455,5.89527e-08
154,0.990455,5.89527e-08
155,0.990455,5.89527e-08
156,0.990455,5.89527e-08
157,0.990455,5.89527e-08
158,0.990455,5.89527e-08
159,0.990455,5.89527e-08
160,0.990455,5.89527e-08
161,0.990455,5.89527e-08
162,0.990455,5.89527e-08
163,0.990455,5.89527e-08
164,0.990455,5.89527e-08
165,0.990455,5.89527e-08
166,0.990455,5.89527e-08
167,0.990455,5.89527e-08
168,0.990455,5.89527e-08
169,0.990455,5.89527e-08
170,0.990455,5.89527e-08
171,0.990455,5.89527e-08
172,0.990455,5.89527e-08
173,0.990455,5.89527e-08
174,0.990455,5.89527e-08
175,0.990455,5.89527e-08
176,0.990455,5.89527e-08
177,0.990455,5.89527e-08
178,0.990455,5.89527e-08
179,0.990455,5.89527e-08
180,0.990455,5.89527e-08
181,0.990455,5.89527e-08
182,0.990455,5.89527e-08
183,0.990455,5.89527e-08
184,0.990455,5.89527e-08
185,0.990455,5.89527e-08
186,0.990455,5.89527e-08
187,0.990455,5.89527e-08
188,0.990455,5.89527e-08
189,0.990455,5.89527e-08
190,0.990455,5.89527e-08
191,0.990455,5.89527e-08
192,0.990455,5.89527e-08
193,0.990455,5.89527e-08
194,0.990455,5.89527e-08
195,0.990455,5.89527e-08
196,0.990455,5.89527e-08
197,0.990455,5.89527e-08
198,0.990455,5.89527e-08
199,0.990455,5.89527e-08
200,0.990455,5.89527e-08
201,0.990455,5.89527e-08
202,0.990455,5.89527e-08
203,0.990455,5.89527e-08
204,0.990455,5.89527e-08
205,0.990455,5.89527e-08
206,0.990455,5.89527e-08
207,0.990455,5.89527e-08
208,0.990455,5.89527e-08
209,0.990455,5.89527e-08
210,0.990455,5.89527e-08
211,0.990455,5.89527e-08
212,0.990455,5.89527e-08
213,0.990455,5.89527e-08
214,0.990455,5.89527e-08
215,0.990455,5.89527e-08
216,0.990455,5.89527e-08
217,0.990455,5.89527e-08
218,0.990455,5.89527e-08
219,0.990455,5.89527e-08
220,0.990455,5.89527e-08
221,0.990455,5.89527e-08
222,0.990455,5.89527e-08
223,0.990455,5.89527e-08
224,0.990455,5.89527e-08
