Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00629577,0.0295843
2,0.00655974,0.0260309
3,0.0070255,0.0251645
4,0.00759358,0.0252477
5,0.00824304,0.02584
6,0.00896915,0.0267737
7,0.00977266,0.0279723
8,0.0106568,0.0293975
9,0.0116263,0.0310301
10,0.0126867,0.0328612
11,0.0138443,0.0348881
12,0.0151058,0.0371117
13,0.0164787,0.0395358
14,0.0179706,0.0421655
15,0.0195897,0.0450072
16,0.0213444,0.0480682
17,0.0232434,0.0513557
18,0.0252956,0.0548773
19,0.0275101,0.0586406
20,0.029896,0.0626525
21,0.0324625,0.0669194
22,0.0352186,0.0714471
23,0.0381731,0.0762401
24,0.0413345,0.0813018
25,0.0447108,0.0866341
26,0.0483094,0.0922375
27,0.0521373,0.0981102
28,0.0562006,0.104249
29,0.0605043,0.110648
30,0.0650525,0.1173
31,0.0698483,0.124194
32,0.0748935,0.131319
33,0.0801885,0.13866
34,0.0857326,0.1462
35,0.0915236,0.153922
36,0.0975582,0.161803
37,0.103832,0.169823
38,0.110338,0.177958
39,0.11707,0.186184
40,0.124019,0.194475
41,0.131177,0.202806
42,0.138533,0.211151
43,0.146077,0.219484
44,0.153798,0.227781
45,0.161684,0.236017
46,0.169724,0.244168
47,0.177906,0.252213
48,0.186218,0.260132
49,0.194649,0.267904
50,0.203187,0.275514
51,0.211823,0.282945
52,0.220545,0.290183
53,0.229345,0.297216
54,0.238212,0.304034
55,0.247138,0.310628
56,0.256116,0.31699
57,0.265138,0.323115
58,0.274199,0.328998
59,0.283292,0.334636
60,0.292411,0.340026
61,0.301553,0.345167
62,0.310712,0.350059
63,0.319886,0.354701
64,0.329071,0.359094
65,0.338264,0.363239
66,0.347464,0.367139
67,0.356667,0.370795
68,0.365873,0.374209
69,0.37508,0.377384
70,0.384287,0.380322
71,0.393493,0.383025
72,0.402698,0.385496
73,0.4119,0.387737
74,0.421101,0.389751
75,0.430298,0.391539
76,0.439493,0.393105
77,0.448685,0.394448
78,0.457874,0.395572
79,0.467061,0.396477
