Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00770433,0.0556442
2,0.00756475,0.0481741
3,0.0077927,0.0457833
4,0.00817138,0.0451948
5,0.00864527,0.0455431
6,0.00919424,0.0464878
7,0.00980955,0.0478637
8,0.0104873,0.0495804
9,0.011226,0.0515847
10,0.0120257,0.0538432
11,0.0128872,0.0563332
12,0.0138115,0.05904
13,0.0147997,0.0619528
14,0.0158529,0.0650629
15,0.0169726,0.0683632
16,0.0181597,0.0718475
17,0.0194156,0.0755096
18,0.0207408,0.0793435
19,0.0221363,0.0833425
20,0.0236021,0.0874997
21,0.0251384,0.0918077
22,0.0267452,0.0962581
23,0.0284219,0.100842
24,0.0301678,0.10555
25,0.0319818,0.110373
26,0.0338625,0.115298
27,0.0358084,0.120316
28,0.0378175,0.125416
29,0.0398878,0.130584
30,0.042017,0.135811
31,0.0442026,0.141084
32,0.046442,0.146391
33,0.0487325,0.151723
34,0.0510713,0.157066
35,0.0534556,0.162412
36,0.0558825,0.16775
37,0.0583492,0.173072
38,0.060853,0.178367
39,0.0633911,0.183629
40,0.0659609,0.188851
41,0.0685599,0.194025
42,0.0711857,0.199146
43,0.0738359,0.204209
44,0.0765084,0.20921
45,0.0792014,0.214145
46,0.0819131,0.219011
47,0.0846416,0.223805
48,0.0873855,0.228526
49,0.0901433,0.233172
50,0.0929137,0.237743
51,0.0956956,0.242236
52,0.0984877,0.246654
53,0.101289,0.250994
54,0.104099,0.255259
55,0.106917,0.259448
56,0.109742,0.263562
57,0.112573,0.267602
58,0.115411,0.27157
59,0.118254,0.275466
60,0.121102,0.279292
61,0.123955,0.283049
62,0.126812,0.286739
63,0.129673,0.290363
64,0.132539,0.293923
65,0.135408,0.297419
66,0.138281,0.300855
67,0.141157,0.30423
68,0.144037,0.307547
69,0.14692,0.310807
70,0.149806,0.314011
71,0.152695,0.317161
72,0.155588,0.320258
73,0.158483,0.323303
74,0.161381,0.326297
75,0.164282,0.329242
76,0.167186,0.332139
77,0.170092,0.334989
78,0.173002,0.337793
79,0.175914,0.340552
80,0.178829,0.343266
81,0.181746,0.345938
82,0.184666,0.348567
83,0.187589,0.351155
84,0.190514,0.353703
