Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.0053807,0.00334539
2,0.00592258,0.00155164
3,0.00652912,0.000733421
4,0.00719834,0.000346873
5,0.00793573,0.000164037
6,0.00874803,7.7562e-05
7,0.00964269,3.66679e-05
8,0.0106279,1.73319e-05
9,0.0117126,8.19069e-06
10,0.0129067,3.86988e-06
11,0.0142208,1.82794e-06
12,0.0156666,8.63081e-07
13,0.0172569,4.06989e-07
14,0.0190057,1.90115e-07
15,0.020928,8.66176e-08
16,0.0230403,3.91189e-08
17,0.0253606,1.43127e-08
18,0.027908,5.24319e-09
19,0.0307035,2.21235e-09
20,0.0337696,1.39029e-09
21,0.0371306,1.13193e-09
22,0.0408124,1.23668e-09
23,0.0448429,1.31643e-09
24,0.0492516,2.06933e-09
25,0.0540701,1.53522e-09
26,0.0593315,1.1208e-09
27,0.0650708,3.0962e-09
28,0.0713245,1.94153e-09
29,0.0781307,3.05226e-09
30,0.0855284,3.11111e-09
31,0.0935577,3.47847e-09
32,0.102259,3.6165e-09
33,0.111673,3.07121e-09
34,0.12184,2.87462e-09
35,0.132798,4.19378e-09
36,0.144584,4.16121e-09
37,0.157233,5.0794e-09
38,0.170773,6.53308e-09
39,0.18523,4.32704e-09
40,0.200624,5.79628e-09
41,0.216965,6.59574e-09
42,0.234258,8.80885e-09
43,0.252497,8.85805e-09
44,0.271665,7.83864e-09
45,0.291734,1.25225e-08
46,0.312665,8.37945e-09
47,0.334405,7.69189e-09
48,0.35689,1.08153e-08
49,0.380042,1.71844e-08
50,0.403774,1.23876e-08
51,0.427985,1.04735e-08
52,0.452568,1.11226e-08
53,0.477406,1.60332e-08
54,0.50238,1.33472e-08
55,0.527363,1.65197e-08
56,0.552233,1.72688e-08
57,0.576866,2.13697e-08
58,0.601144,2.44955e-08
59,0.624955,2.51557e-08
60,0.648196,2.21996e-08
61,0.670774,1.77476e-08
62,0.692608,2.46336e-08
63,0.713628,1.69223e-08
64,0.733778,1.5963e-08
65,0.753015,2.60431e-08
66,0.771307,1.74366e-08
67,0.788636,2.67845e-08
68,0.804994,2.39773e-08
69,0.820382,2.42213e-08
70,0.834813,2.07183e-08
71,0.848306,2.94702e-08
72,0.860887,3.39212e-08
