Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00563728,0.0112634
2,0.00615229,0.00982583
3,0.00675471,0.00932603
4,0.0074307,0.00916201
5,0.00818187,0.00916966
6,0.00901353,0.00928204
7,0.00993275,0.00946541
8,0.0109477,0.00970022
9,0.0120678,0.00997407
10,0.013303,0.0102786
11,0.0146647,0.0106079
12,0.0161652,0.0109578
13,0.017818,0.0113251
14,0.0196377,0.0117075
15,0.0216405,0.0121032
16,0.0238437,0.0125104
17,0.0262662,0.012928
18,0.0289287,0.0133546
19,0.0318532,0.0137889
20,0.0350637,0.0142295
21,0.0385859,0.0146751
22,0.0424473,0.015124
23,0.0466774,0.0155744
24,0.0513075,0.0160243
25,0.0563709,0.0164715
26,0.0619025,0.0169134
27,0.067939,0.0173472
28,0.0745188,0.0177698
29,0.0816813,0.0181779
30,0.0894672,0.0185676
31,0.0979178,0.0189349
32,0.107074,0.0192757
33,0.116978,0.0195852
34,0.127669,0.0198589
35,0.139184,0.0200917
36,0.151561,0.0202788
37,0.164829,0.0204153
38,0.179017,0.0204964
39,0.194144,0.0205176
40,0.210225,0.0204748
41,0.227266,0.0203646
42,0.245262,0.0201841
43,0.264198,0.0199315
44,0.28405,0.0196059
45,0.304779,0.0192074
46,0.326335,0.0187376
47,0.348653,0.0181993
48,0.37166,0.0175965
49,0.395266,0.0169344
50,0.419374,0.0162197
51,0.443876,0.0154597
52,0.468657,0.0146629
53,0.493596,0.0138381
54,0.518569,0.0129947
55,0.543453,0.0121419
56,0.568123,0.011289
57,0.592461,0.0104446
58,0.616356,0.00961688
59,0.639704,0.00881298
60,0.662409,0.00803916
61,0.684391,0.00730056
62,0.705579,0.00660125
63,0.725915,0.00594418
64,0.745354,0.00533125
65,0.763863,0.00476341
66,0.781421,0.00424073
67,0.79802,0.00376252
68,0.813659,0.00332749
69,0.828348,0.00293384
70,0.842104,0.00257942
71,0.85495,0.00226178
72,0.866917,0.00197835
73,0.878038,0.00172644
74,0.888348,0.00150339
75,0.897889,0.00130655
76,0.9067,0.00113341
77,0.914823,0.000981546
78,0.922299,0.000848706
79,0.92917,0.000732792
80,0.935476,0.000631877
81,0.941256,0.000544201
82,0.946548,0.000468172
83,0.951388,0.000402357
84,0.95581,0.000345475
85,0.959847,0.000296383
86,0.963529,0.000254071
87,0.966885,0.000217646
88,0.969942,0.000186324
89,0.972724,0.000159417
90,0.975256,0.000136322
91,0.977558,0.000116524
92,0.97965,9.95521e-05
93,0.981551,8.50187e-05
94,0.983277,7.25806e-05
95,0.984845,6.19419e-05
96,0.986267,5.28468e-05
97,0.987558,4.50749e-05
98,0.988729,3.84366e-05
99,0.989791,3.27686e-05
100,0.990753,2.79309e-05
101,0.991626,2.3803e-05
102,0.992417,2.02818e-05
103,0.993134,1.72789e-05
104,0.993783,1.47186e-05
105,0.994371,1.25362e-05
106,0.994904,1.06762e-05
107,0.995068,1.01281e-05
108,0.995068,1.01281e-05
109,0.995068,1.01281e-05
110,0.995068,1.01281e-05
111,0.995068,1.01281e-05
112,0.995068,1.01281e-05
113,0.995068,1.01281e-05
114,0.995068,1.01281e-05
115,0.995068,1.01281e-05
116,0.995068,1.01281e-05
117,0.995068,1.01281e-05
118,0.995068,1.01281e-05
119,0.995068,1.01281e-05
120,0.995068,1.01281e-05
121,0.995068,1.01281e-05
122,0.995068,1.01281e-05
123,0.995068,1.01281e-05
124,0.995068,1.01281e-05
125,0.995068,1.01281e-05
126,0.995068,1.01281e-05
127,0.995068,1.01281e-05
128,0.995068,1.01281e-05
129,0.995068,1.01281e-05
130,0.995068,1.01281e-05
131,0.995068,1.01281e-05
132,0.995068,1.01281e-05
133,0.995068,1.01281e-05
134,0.995068,1.01281e-05
135,0.995068,1.01281e-05
136,0.995068,1.01281e-05
137,0.995068,1.01281e-05
138,0.995068,1.01281e-05
139,0.995068,1.01281e-05
140,0.995068,1.01281e-05
141,0.995068,1.01281e-05
142,0.995068,1.01281e-05
143,0.995068,1.01281e-05
144,0.995068,1.01281e-05
145,0.995068,1.01281e-05
146,0.995068,1.01281e-05
147,0.995068,1.01281e-05
148,0.995068,1.01281e-05
149,0.995068,1.01281e-05
150,0.995068,1.01281e-05
151,0.995068,1.01281e-05
152,0.995068,1.01281e-05
153,0.995068,1.01281e-05
154,0.995068,1.01281e-05
155,0.995068,1.01281e-05
156,0.995068,1.01281e-05
157,0.995068,1.01281e-05
158,0.995068,1.01281e-05
159,0.995068,1.01281e-05
160,0.995068,1.01281e-05
161,0.995068,1.01281e-05
162,0.995068,1.01281e-05
163,0.995068,1.01281e-05
164,0.995068,1.01281e-05
165,0.995068,1.01281e-05
166,0.995068,1.01281e-05
167,0.995068,1.01281e-05
168,0.995068,1.01281e-05
169,0.995068,1.01281e-05
170,0.995068,1.01281e-05
171,0.995068,1.01281e-05
172,0.995068,1.01281e-05
173,0.995068,1.01281e-05
174,0.995068,1.01281e-05
