Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00563528,0.0112697
2,0.00614955,0.00982619
3,0.00675139,0.0093246
4,0.00742676,0.00915961
5,0.00817722,0.00916654
6,0.00900761,0.00927809
7,0.00992551,0.0094608
8,0.0109391,0.00969507
9,0.0120577,0.00996846
10,0.0132912,0.0102726
11,0.0146511,0.0106015
12,0.0161496,0.010951
13,0.0178,0.011318
14,0.0196172,0.0117001
15,0.0216171,0.0120954
16,0.023817,0.0125024
17,0.026236,0.0129196
18,0.0288944,0.0133459
19,0.0318144,0.0137799
20,0.0350198,0.0142203
21,0.0385364,0.0146657
22,0.0423915,0.0151144
23,0.0466147,0.0155646
24,0.0512372,0.0160144
25,0.0562922,0.0164615
26,0.0618145,0.0169034
27,0.0678409,0.0173372
28,0.0744095,0.01776
29,0.08156,0.0181682
30,0.0893328,0.0185582
31,0.0977691,0.018926
32,0.10691,0.0192673
33,0.116798,0.0195775
34,0.127471,0.0198519
35,0.138968,0.0200856
36,0.151325,0.0202737
37,0.164573,0.0204114
38,0.178739,0.0204938
39,0.193845,0.0205164
40,0.209903,0.0204752
41,0.226921,0.0203666
42,0.244895,0.0201878
43,0.263809,0.019937
44,0.283639,0.0196132
45,0.304347,0.0192165
46,0.325883,0.0187485
47,0.348184,0.0182119
48,0.371174,0.0176106
49,0.394767,0.01695
50,0.418864,0.0162365
51,0.443357,0.0154776
52,0.468132,0.0146816
53,0.493069,0.0138574
54,0.518043,0.0130143
55,0.54293,0.0121617
56,0.567607,0.0113086
57,0.591956,0.0104639
58,0.615863,0.00963562
59,0.639225,0.00883101
60,0.661948,0.00805633
61,0.683948,0.00731676
62,0.705156,0.00661639
63,0.725513,0.00595822
64,0.744974,0.00534417
65,0.763505,0.0047752
66,0.781087,0.0042514
67,0.797708,0.00377212
68,0.813369,0.00333607
69,0.82808,0.00294147
70,0.841857,0.00258615
71,0.854723,0.0022677
72,0.866709,0.00198352
73,0.877848,0.00173094
74,0.888176,0.00150728
75,0.897732,0.00130991
76,0.906558,0.00113629
77,0.914695,0.000984009
78,0.922184,0.000850805
79,0.929067,0.000734575
80,0.935383,0.000633386
81,0.941173,0.000545474
82,0.946474,0.000469242
83,0.951321,0.000403255
84,0.955751,0.000346225
85,0.959794,0.000297008
86,0.963482,0.000254591
87,0.966843,0.000218078
88,0.969905,0.000186681
89,0.972692,0.000159711
90,0.975227,0.000136564
91,0.977533,0.000116716
92,0.979628,9.97081e-05
93,0.981532,8.51447e-05
94,0.983261,7.2682e-05
95,0.98483,6.2023e-05
96,0.986255,5.29113e-05
97,0.987547,4.51259e-05
98,0.988719,3.84766e-05
99,0.989782,3.27997e-05
100,0.990746,2.79547e-05
101,0.99162,2.3821e-05
102,0.992412,2.02952e-05
103,0.993129,1.72886e-05
104,0.993779,1.47254e-05
105,0.994368,1.25407e-05
106,0.994902,1.06789e-05
107,0.995385,9.0926e-06
108,0.995822,7.74121e-06
109,0.996219,6.59012e-06
110,0.996577,5.60978e-06
111,0.996902,4.77494e-06
112,0.997196,4.06408e-06
113,0.997463,3.45886e-06
114,0.997704,2.94362e-06
115,0.997922,2.50502e-06
116,0.998119,2.13168e-06
117,0.998298,1.81391e-06
118,0.99846,1.54346e-06
119,0.998606,1.31329e-06
120,0.998739,1.11742e-06
121,0.998859,9.50734e-07
122,0.998966,8.32465e-07
123,0.998993,7.7708e-07
124,0.998993,7.7708e-07
125,0.998993,7.7708e-07
126,0.998993,7.7708e-07
127,0.998993,7.7708e-07
128,0.998993,7.7708e-07
129,0.998993,7.7708e-07
130,0.998993,7.7708e-07
131,0.998993,7.7708e-07
132,0.998993,7.7708e-07
133,0.998993,7.7708e-07
134,0.998993,7.7708e-07
135,0.998993,7.7708e-07
136,0.998993,7.7708e-07
137,0.998993,7.7708e-07
138,0.998993,7.7708e-07
139,0.998993,7.7708e-07
140,0.998993,7.7708e-07
141,0.998993,7.7708e-07
142,0.998993,7.7708e-07
143,0.998993,7.7708e-07
144,0.998993,7.7708e-07
145,0.998993,7.7708e-07
146,0.998993,7.7708e-07
147,0.998993,7.7708e-07
148,0.998993,7.7708e-07
149,0.998993,7.7708e-07
150,0.998993,7.7708e-07
151,0.998993,7.7708e-07
152,0.998993,7.7708e-07
153,0.998993,7.7708e-07
154,0.998993,7.7708e-07
155,0.998993,7.7708e-07
156,0.998993,7.7708e-07
157,0.998993,7.7708e-07
158,0.998993,7.7708e-07
159,0.998993,7.7708e-07
160,0.998993,7.7708e-07
161,0.998993,7.7708e-07
162,0.998993,7.7708e-07
163,0.998993,7.7708e-07
164,0.998993,7.7708e-07
165,0.998993,7.7708e-07
166,0.998993,7.7708e-07
167,0.998993,7.7708e-07
168,0.998993,7.7708e-07
169,0.998993,7.7708e-07
170,0.998993,7.7708e-07
171,0.998993,7.7708e-07
172,0.998993,7.7708e-07
173,0.998993,7.7708e-07
174,0.998993,7.7708e-07
175,0.998993,7.7708e-07
176,0.998993,7.7708e-07
177,0.998993,7.7708e-07
178,0.998993,7.7708e-07
179,0.998993,7.7708e-07
180,0.998993,7.7708e-07
181,0.998993,7.7708e-07
182,0.998993,7.7708e-07
183,0.998993,7.7708e-07
184,0.998993,7.7708e-07
185,0.998993,7.7708e-07
186,0.998993,7.7708e-07
187,0.998993,7.7708e-07
188,0.998993,7.7708e-07
189,0.998993,7.7708e-07
190,0.998993,7.7708e-07
191,0.998993,7.7708e-07
192,0.998993,7.7708e-07
193,0.998993,7.7708e-07
194,0.998993,7.7708e-07
195,0.998993,7.7708e-07
196,0.998993,7.7708e-07
197,0.998993,7.7708e-07
198,0.998993,7.7708e-07
199,0.998993,7.7708e-07
200,0.998993,7.7708e-07
201,0.998993,7.7708e-07
202,0.998993,7.7708e-07
203,0.998993,7.7708e-07
204,0.998993,7.7708e-07
205,0.998993,7.7708e-07
206,0.998993,7.7708e-07
207,0.998993,7.7708e-07
208,0.998993,7.7708e-07
209,0.998993,7.7708e-07
210,0.998993,7.7708e-07
211,0.998993,7.7708e-07
212,0.998993,7.7708e-07
213,0.998993,7.7708e-07
214,0.998993,7.7708e-07
215,0.998993,7.7708e-07
216,0.998993,7.7708e-07
217,0.998993,7.7708e-07
218,0.998993,7.7708e-07
219,0.998993,7.7708e-07
220,0.998993,7.7708e-07
221,0.998993,7.7708e-07
222,0.998993,7.7708e-07
223,0.998993,7.7708e-07
224,0.998993,7.7708e-07
225,0.998993,7.7708e-07
226,0.998993,7.7708e-07
227,0.998993,7.7708e-07
228,0.998993,7.7708e-07
229,0.998993,7.7708e-07
230,0.998993,7.7708e-07
231,0.998993,7.7708e-07
232,0.998993,7.7708e-07
233,0.998993,7.7708e-07
234,0.998993,7.7708e-07
235,0.998993,7.7708e-07
236,0.998993,7.7708e-07
237,0.998993,7.7708e-07
238,0.998993,7.7708e-07
239,0.998993,7.7708e-07
240,0.998993,7.7708e-07
241,0.998993,7.7708e-07
242,0.998993,7.7708e-07
243,0.998993,7.7708e-07
244,0.998993,7.7708e-07
245,0.998993,7.7708e-07
246,0.998993,7.7708e-07
247,0.998993,7.7708e-07
248,0.998993,7.7708e-07
249,0.998993,7.7708e-07
250,0.998993,7.7708e-07
251,0.998993,7.7708e-07
252,0.998993,7.7708e-07
253,0.998993,7.7708e-07
