Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00552138,4.00171e-11
2,0.00609841,4.33205e-11
3,0.00673533,6.3505e-11
4,0.00743828,1.13851e-10
5,0.00821398,6.17813e-11
6,0.00906984,9.18361e-11
7,0.010014,3.27556e-11
8,0.0110553,1.76405e-10
9,0.0122036,2.39176e-10
10,0.0134695,5.02506e-11
11,0.0148647,5.07343e-11
12,0.0164021,1.89662e-10
13,0.0180956,7.59445e-11
14,0.0199604,1.23505e-10
15,0.022013,1.70217e-10
16,0.0242715,1.85658e-10
17,0.0267553,2.9786e-10
18,0.0294857,7.82001e-11
19,0.0324854,3.27052e-10
20,0.035779,5.25344e-10
21,0.039393,4.8691e-10
22,0.0433556,6.43563e-10
23,0.0476971,4.16655e-10
24,0.0524494,6.96776e-10
25,0.0576466,5.5628e-10
26,0.0633244,6.6756e-10
27,0.0695201,4.53789e-10
28,0.0762727,3.70773e-10
29,0.0836223,3.20788e-10
30,0.0916099,4.4498e-10
31,0.100277,9.17942e-10
32,0.109665,6.13981e-10
33,0.119815,1.89376e-09
34,0.130767,9.25587e-10
35,0.142557,1.45234e-09
36,0.155221,1.14356e-09
37,0.168788,2.73074e-09
38,0.183284,7.01347e-10
39,0.198728,1.37719e-09
40,0.21513,2.80107e-09
41,0.232493,2.82522e-09
42,0.25081,1.52349e-09
43,0.270062,2.00533e-09
44,0.29022,3.02306e-09
45,0.311241,3.9025e-09
46,0.33307,2.57888e-09
47,0.35564,5.71651e-09
48,0.378871,4.2159e-09
49,0.402671,2.71314e-09
50,0.426939,5.40031e-09
51,0.451564,1.16661e-09
52,0.476429,4.17919e-09
53,0.501411,2.38329e-09
54,0.526387,6.86143e-09
55,0.551231,3.33623e-09
56,0.575823,2.62922e-09
57,0.600045,4.26946e-09
58,0.623788,9.06647e-09
59,0.646951,6.53071e-09
60,0.669444,2.89725e-09
61,0.691187,5.83343e-09
62,0.712116,3.08179e-09
63,0.732177,2.18308e-09
64,0.751327,9.30975e-09
65,0.76954,8.30869e-09
66,0.786797,2.72648e-09
67,0.803093,1.10011e-08
68,0.81843,7.43981e-09
69,0.832822,1.15802e-08
70,0.846288,4.80274e-09
71,0.858852,8.23366e-09
72,0.870547,5.14695e-09
73,0.881407,7.33291e-09
74,0.891469,1.13229e-08
75,0.900774,6.74864e-09
76,0.909362,1.24135e-08
77,0.917275,1.23165e-08
78,0.924554,6.43447e-09
79,0.931241,1.25995e-08
80,0.937376,1.21321e-08
81,0.942997,6.24334e-09
82,0.948141,1.33638e-08
83,0.952844,1.20967e-08
84,0.95714,1.19254e-08
85,0.96106,3.27801e-09
86,0.964635,1.40862e-08
87,0.967893,7.90932e-09
88,0.97086,1.09157e-08
89,0.97356,1.56416e-08
90,0.976016,7.65856e-09
91,0.978249,8.19982e-09
92,0.980279,1.68302e-08
93,0.982122,7.51973e-09
94,0.983796,1.67303e-08
95,0.985316,6.74894e-09
96,0.986695,8.63049e-09
97,0.987946,1.23813e-08
98,0.98908,1.04135e-08
99,0.990109,7.4954e-09
100,0.991042,1.92863e-08
101,0.991888,1.255e-08
102,0.992654,3.5112e-09
103,0.993348,1.08931e-08
104,0.993977,1.75209e-08
105,0.994547,8.71014e-09
106,0.995063,1.36649e-08
107,0.995531,4.65806e-09
108,0.995954,1.49246e-08
109,0.996337,8.80538e-09
110,0.996684,1.69145e-08
111,0.996999,5.09464e-09
112,0.997283,1.67171e-08
113,0.99754,6.54025e-09
114,0.997773,8.40899e-09
115,0.997984,9.87303e-09
116,0.998175,1.19588e-08
117,0.998347,1.09549e-08
118,0.99841,6.12623e-09
119,0.99841,6.12623e-09
120,0.99841,6.12623e-09
121,0.99841,6.12623e-09
122,0.99841,6.12623e-09
123,0.99841,6.12623e-09
124,0.99841,6.12623e-09
125,0.99841,6.12623e-09
126,0.99841,6.12623e-09
127,0.99841,6.12623e-09
128,0.99841,6.12623e-09
129,0.99841,6.12623e-09
130,0.99841,6.12623e-09
131,0.99841,6.12623e-09
132,0.99841,6.12623e-09
133,0.99841,6.12623e-09
134,0.99841,6.12623e-09
135,0.99841,6.12623e-09
136,0.99841,6.12623e-09
137,0.99841,6.12623e-09
138,0.99841,6.12623e-09
139,0.99841,6.12623e-09
140,0.99841,6.12623e-09
141,0.99841,6.12623e-09
142,0.99841,6.12623e-09
143,0.99841,6.12623e-09
144,0.99841,6.12623e-09
145,0.99841,6.12623e-09
146,0.99841,6.12623e-09
147,0.99841,6.12623e-09
148,0.99841,6.12623e-09
149,0.99841,6.12623e-09
150,0.99841,6.12623e-09
151,0.99841,6.12623e-09
152,0.99841,6.12623e-09
153,0.99841,6.12623e-09
154,0.99841,6.12623e-09
155,0.99841,6.12623e-09
156,0.99841,6.12623e-09
157,0.99841,6.12623e-09
158,0.99841,6.12623e-09
159,0.99841,6.12623e-09
160,0.99841,6.12623e-09
161,0.99841,6.12623e-09
162,0.99841,6.12623e-09
163,0.99841,6.12623e-09
164,0.99841,6.12623e-09
165,0.99841,6.12623e-09
166,0.99841,6.12623e-09
167,0.99841,6.12623e-09
168,0.99841,6.12623e-09
169,0.99841,6.12623e-09
170,0.99841,6.12623e-09
171,0.99841,6.12623e-09
172,0.99841,6.12623e-09
173,0.99841,6.12623e-09
174,0.99841,6.12623e-09
175,0.99841,6.12623e-09
176,0.99841,6.12623e-09
177,0.99841,6.12623e-09
178,0.99841,6.12623e-09
179,0.99841,6.12623e-09
180,0.99841,6.12623e-09
181,0.99841,6.12623e-09
182,0.99841,6.12623e-09
183,0.99841,6.12623e-09
184,0.99841,6.12623e-09
185,0.99841,6.12623e-09
186,0.99841,6.12623e-09
187,0.99841,6.12623e-09
188,0.99841,6.12623e-09
189,0.99841,6.12623e-09
190,0.99841,6.12623e-09
191,0.99841,6.12623e-09
192,0.99841,6.12623e-09
193,0.99841,6.12623e-09
194,0.99841,6.12623e-09
195,0.99841,6.12623e-09
196,0.99841,6.12623e-09
197,0.99841,6.12623e-09
198,0.99841,6.12623e-09
199,0.99841,6.12623e-09
200,0.99841,6.12623e-09
201,0.99841,6.12623e-09
202,0.99841,6.12623e-09
203,0.99841,6.12623e-09
204,0.99841,6.12623e-09
205,0.99841,6.12623e-09
206,0.99841,6.12623e-09
207,0.99841,6.12623e-09
208,0.99841,6.12623e-09
209,0.99841,6.12623e-09
210,0.99841,6.12623e-09
211,0.99841,6.12623e-09
212,0.99841,6.12623e-09
213,0.99841,6.12623e-09
214,0.99841,6.12623e-09
215,0.99841,6.12623e-09
216,0.99841,6.12623e-09
217,0.99841,6.12623e-09
218,0.99841,6.12623e-09
219,0.99841,6.12623e-09
220,0.99841,6.12623e-09
221,0.99841,6.12623e-09
222,0.99841,6.12623e-09
223,0.99841,6.12623e-09
224,0.99841,6.12623e-09
225,0.99841,6.12623e-09
226,0.99841,6.12623e-09
227,0.99841,6.12623e-09
228,0.99841,6.12623e-09
229,0.99841,6.12623e-09
230,0.99841,6.12623e-09
231,0.99841,6.12623e-09
232,0.99841,6.12623e-09
233,0.99841,6.12623e-09
234,0.99841,6.12623e-09
235,0.99841,6.12623e-09
236,0.99841,6.12623e-09
237,0.99841,6.12623e-09
238,0.99841,6.12623e-09
239,0.99841,6.12623e-09
240,0.99841,6.12623e-09
241,0.99841,6.12623e-09
242,0.99841,6.12623e-09
243,0.99841,6.12623e-09
244,0.99841,6.12623e-09
245,0.99841,6.12623e-09
246,0.99841,6.12623e-09
247,0.99841,6.12623e-09
248,0.99841,6.12623e-09
249,0.99841,6.12623e-09
250,0.99841,6.12623e-09
251,0.99841,6.12623e-09
252,0.99841,6.12623e-09
253,0.99841,6.12623e-09
254,0.99841,6.12623e-09
255,0.99841,6.12623e-09
256,0.99841,6.12623e-09
257,0.99841,6.12623e-09
258,0.99841,6.12623e-09
259,0.99841,6.12623e-09
260,0.99841,6.12623e-09
261,0.99841,6.12623e-09
262,0.99841,6.12623e-09
263,0.99841,6.12623e-09
264,0.99841,6.12623e-09
265,0.99841,6.12623e-09
266,0.99841,6.12623e-09
267,0.99841,6.12623e-09
268,0.99841,6.12623e-09
269,0.99841,6.12623e-09
270,0.99841,6.12623e-09
271,0.99841,6.12623e-09
272,0.99841,6.12623e-09
273,0.99841,6.12623e-09
274,0.99841,6.12623e-09
275,0.99841,6.12623e-09
276,0.99841,6.12623e-09
277,0.99841,6.12623e-09
278,0.99841,6.12623e-09
279,0.99841,6.12623e-09
280,0.99841,6.12623e-09
281,0.99841,6.12623e-09
282,0.99841,6.12623e-09
283,0.99841,6.12623e-09
284,0.99841,6.12623e-09
285,0.99841,6.12623e-09
286,0.99841,6.12623e-09
287,0.99841,6.12623e-09
288,0.99841,6.12623e-09
289,0.99841,6.12623e-09
290,0.99841,6.12623e-09
291,0.99841,6.12623e-09
292,0.99841,6.12623e-09
293,0.99841,6.12623e-09
294,0.99841,6.12623e-09
295,0.99841,6.12623e-09
296,0.99841,6.12623e-09
297,0.99841,6.12623e-09
298,0.99841,6.12623e-09
299,0.99841,6.12623e-09
300,0.99841,6.12623e-09
301,0.99841,6.12623e-09
302,0.99841,6.12623e-09
303,0.99841,6.12623e-09
304,0.99841,6.12623e-09
305,0.99841,6.12623e-09
306,0.99841,6.12623e-09
307,0.99841,6.12623e-09
308,0.99841,6.12623e-09
309,0.99841,6.12623e-09
310,0.99841,6.12623e-09
311,0.99841,6.12623e-09
312,0.99841,6.12623e-09
313,0.99841,6.12623e-09
314,0.99841,6.12623e-09
315,0.99841,6.12623e-09
316,0.99841,6.12623e-09
317,0.99841,6.12623e-09
318,0.99841,6.12623e-09
319,0.99841,6.12623e-09
320,0.99841,6.12623e-09
321,0.99841,6.12623e-09
322,0.99841,6.12623e-09
323,0.99841,6.12623e-09
324,0.99841,6.12623e-09
325,0.99841,6.12623e-09
326,0.99841,6.12623e-09
