Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00544543,0.000869997
2,0.00600847,0.000107777
3,0.00662976,1.33552e-05
4,0.00731485,1.6547e-06
5,0.00807016,2.04976e-07
6,0.00890277,2.52392e-08
7,0.00982046,1.60614e-09
8,0.0108317,2.94897e-10
9,0.0119459,2.80499e-10
10,0.0131732,4.66973e-10
11,0.0145247,2.32575e-10
12,0.0160127,3.59699e-10
13,0.0176505,3.20448e-10
14,0.0194525,4.92648e-10
15,0.0214346,5.95356e-10
16,0.0236138,2.16154e-10
17,0.0260089,3.57626e-10
18,0.0286399,9.7767e-10
19,0.0315285,9.34908e-10
20,0.0346983,6.09864e-10
21,0.0381745,1.10776e-09
22,0.0419841,1.22233e-09
23,0.0461559,7.5794e-10
24,0.0507208,3.91257e-10
25,0.0557112,1.97848e-09
26,0.0611616,1.20222e-09
27,0.067108,1.93847e-09
28,0.073588,2.14891e-09
29,0.0806407,2.71986e-09
30,0.088306,2.02737e-09
31,0.0966247,2.54218e-09
32,0.105638,2.31803e-09
33,0.115386,2.9407e-09
34,0.12591,1.11493e-09
35,0.137247,4.89937e-09
36,0.149433,1.5431e-09
37,0.162501,2.11573e-09
38,0.176478,2.54963e-09
39,0.191387,5.00742e-09
40,0.207244,7.10018e-09
41,0.224056,4.78346e-09
42,0.241822,7.41625e-09
43,0.260531,6.06158e-09
44,0.280159,5.10233e-09
45,0.300674,1.08163e-08
46,0.322028,6.98348e-09
47,0.344162,7.09148e-09
48,0.367004,8.70451e-09
49,0.390471,3.87377e-09
50,0.414467,1.28524e-08
51,0.438888,8.81924e-09
52,0.46362,6.28655e-09
53,0.488546,6.07037e-09
54,0.51354,1.00472e-08
55,0.53848,1.73682e-08
56,0.563241,2.31868e-08
57,0.587702,5.11284e-09
58,0.61175,1.52101e-08
59,0.635276,1.7805e-08
60,0.658184,2.20088e-08
61,0.680387,2.46637e-08
62,0.701811,2.27105e-08
63,0.722392,3.18479e-08
64,0.742084,1.63727e-08
65,0.760847,9.62442e-09
66,0.77866,1.9718e-08
67,0.795508,1.18571e-08
68,0.811389,1.12964e-08
69,0.826311,2.92607e-08
70,0.840289,1.14231e-08
71,0.853344,1.41448e-08
72,0.865507,2.5322e-08
73,0.876809,3.13587e-08
74,0.887287,2.5421e-08
75,0.89698,2.25938e-08
76,0.90593,2.18366e-08
77,0.914178,1.96638e-08
78,0.921767,2.18333e-08
79,0.928738,3.14541e-08
80,0.935132,1.87282e-08
81,0.94099,4.17561e-08
82,0.946349,3.002e-08
83,0.951248,1.24359e-08
84,0.95572,1.9804e-08
85,0.9598,6.63911e-09
86,0.963519,2.58769e-08
87,0.966906,1.69466e-08
88,0.969988,2.09243e-08
89,0.972792,3.57187e-08
90,0.97534,2.83993e-08
91,0.977655,1.53312e-08
92,0.979758,5.72825e-09
93,0.981666,1.42794e-08
94,0.983398,3.33122e-08
95,0.984969,1.2984e-08
96,0.986393,1.59046e-08
97,0.987684,2.29707e-08
98,0.988854,3.13198e-08
99,0.989914,2.54023e-08
100,0.990874,1.6086e-08
101,0.991743,2.16905e-08
102,0.99253,3.01577e-08
103,0.993243,1.61074e-08
104,0.993888,1.1902e-08
105,0.994472,2.61542e-08
106,0.995001,2.24224e-08
107,0.995479,3.91508e-08
108,0.995911,3.84714e-08
109,0.996303,1.7212e-08
110,0.996657,2.93051e-08
111,0.996977,2.37937e-08
112,0.997267,2.10209e-08
113,0.997529,1.77142e-08
114,0.997765,2.64697e-08
115,0.99798,3.27109e-08
116,0.998173,1.96361e-08
117,0.998349,2.84061e-08
118,0.998507,3.77897e-08
119,0.99865,3.0781e-08
120,0.99878,7.23416e-09
121,0.998897,3.0641e-08
122,0.999003,2.85289e-08
123,0.999099,3.82689e-08
124,0.999185,3.27792e-08
125,0.999263,1.69738e-08
126,0.999334,3.77229e-08
127,0.999398,3.14978e-08
128,0.999456,9.97387e-09
129,0.999508,1.95238e-08
130,0.999555,2.17059e-08
131,0.999598,1.58465e-08
132,0.999637,6.05985e-09
133,0.999671,1.87319e-08
134,0.999703,2.21811e-08
135,0.999732,6.53085e-09
136,0.999757,1.64823e-08
137,0.999781,3.46817e-08
138,0.999802,2.1546e-08
139,0.999821,2.32134e-08
140,0.999838,2.83375e-08
141,0.999853,2.06991e-08
142,0.999868,3.26691e-08
143,0.99988,2.8434e-08
144,0.999892,1.75159e-08
145,0.999902,2.76353e-08
146,0.999912,2.37676e-08
147,0.99992,1.3667e-08
148,0.999928,1.40149e-08
149,0.999935,3.15271e-08
150,0.999941,2.38387e-08
151,0.999946,1.42574e-08
152,0.999952,1.84335e-08
153,0.999956,2.18273e-08
154,0.99996,1.27018e-08
155,0.999964,1.83795e-08
156,0.999967,1.29842e-08
157,0.99997,2.59188e-08
158,0.999973,2.99527e-08
159,0.999974,3.3434e-08
160,0.999974,3.3434e-08
161,0.999974,3.3434e-08
162,0.999974,3.3434e-08
163,0.999974,3.3434e-08
164,0.999974,3.3434e-08
165,0.999974,3.3434e-08
166,0.999974,3.3434e-08
167,0.999974,3.3434e-08
168,0.999974,3.3434e-08
169,0.999974,3.3434e-08
170,0.999974,3.3434e-08
171,0.999974,3.3434e-08
172,0.999974,3.3434e-08
173,0.999974,3.3434e-08
174,0.999974,3.3434e-08
175,0.999974,3.3434e-08
176,0.999974,3.3434e-08
177,0.999974,3.3434e-08
178,0.999974,3.3434e-08
179,0.999974,3.3434e-08
180,0.999974,3.3434e-08
181,0.999974,3.3434e-08
182,0.999974,3.3434e-08
183,0.999974,3.3434e-08
184,0.999974,3.3434e-08
185,0.999974,3.3434e-08
186,0.999974,3.3434e-08
187,0.999974,3.3434e-08
188,0.999974,3.3434e-08
189,0.999974,3.3434e-08
190,0.999974,3.3434e-08
191,0.999974,3.3434e-08
192,0.999974,3.3434e-08
193,0.999974,3.3434e-08
194,0.999974,3.3434e-08
195,0.999974,3.3434e-08
196,0.999974,3.3434e-08
197,0.999974,3.3434e-08
198,0.999974,3.3434e-08
199,0.999974,3.3434e-08
200,0.999974,3.3434e-08
201,0.999974,3.3434e-08
202,0.999974,3.3434e-08
203,0.999974,3.3434e-08
204,0.999974,3.3434e-08
205,0.999974,3.3434e-08
206,0.999974,3.3434e-08
207,0.999974,3.3434e-08
208,0.999974,3.3434e-08
209,0.999974,3.3434e-08
210,0.999974,3.3434e-08
211,0.999974,3.3434e-08
212,0.999974,3.3434e-08
213,0.999974,3.3434e-08
214,0.999974,3.3434e-08
215,0.999974,3.3434e-08
216,0.999974,3.3434e-08
217,0.999974,3.3434e-08
218,0.999974,3.3434e-08
219,0.999974,3.3434e-08
220,0.999974,3.3434e-08
221,0.999974,3.3434e-08
222,0.999974,3.3434e-08
223,0.999974,3.3434e-08
224,0.999974,3.3434e-08
225,0.999974,3.3434e-08
226,0.999974,3.3434e-08
227,0.999974,3.3434e-08
228,0.999974,3.3434e-08
229,0.999974,3.3434e-08
230,0.999974,3.3434e-08
231,0.999974,3.3434e-08
232,0.999974,3.3434e-08
233,0.999974,3.3434e-08
234,0.999974,3.3434e-08
235,0.999974,3.3434e-08
236,0.999974,3.3434e-08
237,0.999974,3.3434e-08
238,0.999974,3.3434e-08
239,0.999974,3.3434e-08
240,0.999974,3.3434e-08
241,0.999974,3.3434e-08
242,0.999974,3.3434e-08
243,0.999974,3.3434e-08
244,0.999974,3.3434e-08
245,0.999974,3.3434e-08
246,0.999974,3.3434e-08
247,0.999974,3.3434e-08
248,0.999974,3.3434e-08
249,0.999974,3.3434e-08
250,0.999974,3.3434e-08
251,0.999974,3.3434e-08
252,0.999974,3.3434e-08
253,0.999974,3.3434e-08
254,0.999974,3.3434e-08
255,0.999974,3.3434e-08
256,0.999974,3.3434e-08
257,0.999974,3.3434e-08
258,0.999974,3.3434e-08
259,0.999974,3.3434e-08
260,0.999974,3.3434e-08
261,0.999974,3.3434e-08
262,0.999974,3.3434e-08
263,0.999974,3.3434e-08
264,0.999974,3.3434e-08
265,0.999974,3.3434e-08
266,0.999974,3.3434e-08
267,0.999974,3.3434e-08
268,0.999974,3.3434e-08
269,0.999974,3.3434e-08
270,0.999974,3.3434e-08
271,0.999974,3.3434e-08
272,0.999974,3.3434e-08
273,0.999974,3.3434e-08
274,0.999974,3.3434e-08
275,0.999974,3.3434e-08
276,0.999974,3.3434e-08
277,0.999974,3.3434e-08
278,0.999974,3.3434e-08
279,0.999974,3.3434e-08
280,0.999974,3.3434e-08
281,0.999974,3.3434e-08
282,0.999974,3.3434e-08
283,0.999974,3.3434e-08
284,0.999974,3.3434e-08
285,0.999974,3.3434e-08
286,0.999974,3.3434e-08
287,0.999974,3.3434e-08
288,0.999974,3.3434e-08
289,0.999974,3.3434e-08
290,0.999974,3.3434e-08
291,0.999974,3.3434e-08
292,0.999974,3.3434e-08
293,0.999974,3.3434e-08
294,0.999974,3.3434e-08
295,0.999974,3.3434e-08
296,0.999974,3.3434e-08
297,0.999974,3.3434e-08
298,0.999974,3.3434e-08
299,0.999974,3.3434e-08
300,0.999974,3.3434e-08
301,0.999974,3.3434e-08
302,0.999974,3.3434e-08
303,0.999974,3.3434e-08
304,0.999974,3.3434e-08
