Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.00563684,0.0112649
2,0.0061513,0.00982603
3,0.00675323,0.00932569
4,0.00742881,0.00916129
5,0.00817958,0.00916865
6,0.00901084,0.00928081
7,0.00992964,0.00946398
8,0.0109442,0.00969863
9,0.0120637,0.00997233
10,0.0132984,0.0102767
11,0.0146595,0.0106059
12,0.0161593,0.0109557
13,0.0178113,0.0113229
14,0.0196301,0.0117052
15,0.0216319,0.0121007
16,0.023834,0.0125078
17,0.0262554,0.0129253
18,0.0289165,0.0133518
19,0.0318396,0.013786
20,0.0350484,0.0142265
21,0.0385688,0.014672
22,0.0424282,0.0151208
23,0.0466561,0.0155712
24,0.0512838,0.016021
25,0.0563445,0.0164682
26,0.0618731,0.0169101
27,0.0679065,0.0173439
28,0.0744827,0.0177665
29,0.0816415,0.0181746
30,0.0894233,0.0185644
31,0.0978694,0.0189319
32,0.107021,0.0192728
33,0.11692,0.0195825
34,0.127605,0.0198564
35,0.139115,0.0200895
36,0.151485,0.0202769
37,0.164748,0.0204137
38,0.178929,0.0204952
39,0.194049,0.0205168
40,0.210124,0.0204745
41,0.227157,0.0203648
42,0.245146,0.0201849
43,0.264077,0.0199328
44,0.283922,0.0196077
45,0.304645,0.0192098
46,0.326194,0.0187406
47,0.348507,0.0182028
48,0.371509,0.0176005
49,0.395111,0.0169389
50,0.419216,0.0162246
51,0.443715,0.015465
52,0.468494,0.0146685
53,0.493433,0.0138439
54,0.518406,0.0130006
55,0.543291,0.0121479
56,0.567963,0.0112949
57,0.592304,0.0104505
58,0.616203,0.00962265
59,0.639555,0.00881856
60,0.662266,0.0080445
61,0.684253,0.00730563
62,0.705447,0.00660602
63,0.725789,0.00594863
64,0.745235,0.00533538
65,0.763751,0.0047672
66,0.781316,0.00424418
67,0.797922,0.00376565
68,0.813568,0.00333031
69,0.828263,0.00293637
70,0.842025,0.00258167
71,0.854878,0.00226378
72,0.866851,0.00198011
73,0.877977,0.00172799
74,0.888293,0.00150474
75,0.897838,0.00130773
76,0.906654,0.00113443
77,0.914781,0.000982431
78,0.922262,0.00084947
79,0.929136,0.000733451
80,0.935445,0.000632442
81,0.941228,0.000544685
82,0.946523,0.000468586
83,0.951365,0.00040271
84,0.95579,0.000345775
85,0.959829,0.000296638
86,0.963513,0.000254287
87,0.96687,0.00021783
88,0.969929,0.000186479
89,0.972713,0.000159547
90,0.975246,0.000136433
91,0.977549,0.000116611
92,0.979642,9.96244e-05
93,0.981544,8.50786e-05
94,0.983271,7.26302e-05
95,0.98484,6.19827e-05
96,0.986263,5.28804e-05
97,0.987554,4.51025e-05
98,0.988725,3.84591e-05
99,0.989787,3.2787e-05
100,0.99075,2.79458e-05
101,0.991623,2.3815e-05
102,0.992415,2.02914e-05
103,0.993132,1.72866e-05
104,0.993781,1.47247e-05
105,0.994368,1.25468e-05
106,0.994896,1.0704e-05
107,0.995375,9.13062e-06
108,0.995809,7.78783e-06
109,0.996202,6.64198e-06
110,0.996558,5.66432e-06
111,0.996882,4.83024e-06
112,0.997174,4.11874e-06
113,0.99744,3.51186e-06
114,0.997484,3.41469e-06
115,0.997484,3.41469e-06
116,0.997484,3.41469e-06
117,0.997484,3.41469e-06
118,0.997484,3.41469e-06
119,0.997484,3.41469e-06
120,0.997484,3.41469e-06
121,0.997484,3.41469e-06
122,0.997484,3.41469e-06
123,0.997484,3.41469e-06
124,0.997484,3.41469e-06
125,0.997484,3.41469e-06
126,0.997484,3.41469e-06
127,0.997484,3.41469e-06
128,0.997484,3.41469e-06
129,0.997484,3.41469e-06
130,0.997484,3.41469e-06
131,0.997484,3.41469e-06
132,0.997484,3.41469e-06
133,0.997484,3.41469e-06
134,0.997484,3.41469e-06
135,0.997484,3.41469e-06
136,0.997484,3.41469e-06
137,0.997484,3.41469e-06
138,0.997484,3.41469e-06
139,0.997484,3.41469e-06
140,0.997484,3.41469e-06
141,0.997484,3.41469e-06
142,0.997484,3.41469e-06
