Time,avg(PDE variable 0),std(PDE variable 0)
0,0.00990099,0.0990545
1,0.0055895,0.0150439
2,0.00599429,0.0127988
3,0.00653186,0.01218
4,0.00714709,0.0120712
5,0.00783406,0.01222
6,0.00859492,0.0125331
7,0.00943459,0.0129681
8,0.0103595,0.0135031
9,0.011377,0.0141264
10,0.0124955,0.0148318
11,0.0137244,0.0156163
12,0.0150736,0.0164789
13,0.0165545,0.0174198
14,0.0181789,0.0184401
15,0.0199601,0.0195416
16,0.0219123,0.0207264
17,0.0240508,0.021997
18,0.0263924,0.023356
19,0.0289547,0.0248058
20,0.0317572,0.0263492
21,0.0348203,0.0279886
22,0.0381661,0.0297262
23,0.0418181,0.0315637
24,0.0458013,0.0335027
25,0.050142,0.0355441
26,0.0548681,0.0376878
27,0.0600091,0.0399332
28,0.0655954,0.0422785
29,0.071659,0.0447209
30,0.0782329,0.0472558
31,0.0853509,0.0498776
32,0.0930475,0.0525784
33,0.101358,0.0553486
34,0.110316,0.0581766
35,0.119957,0.0610482
36,0.130314,0.0639468
37,0.14142,0.0668534
38,0.153304,0.0697463
39,0.165993,0.0726012
40,0.17951,0.0753911
41,0.193876,0.078087
42,0.209104,0.0806576
43,0.225202,0.08307
44,0.242171,0.0852902
45,0.260005,0.0872838
46,0.278687,0.0890164
47,0.298195,0.0904552
48,0.318493,0.091569
49,0.339538,0.0923302
50,0.361274,0.0927152
51,0.383637,0.0927051
52,0.406552,0.0922875
53,0.429934,0.0914567
54,0.453691,0.0902141
55,0.477722,0.088569
56,0.501922,0.0865378
57,0.526179,0.0841446
58,0.550382,0.0814199
59,0.574418,0.0784003
60,0.598175,0.0751269
61,0.621548,0.0716445
62,0.644434,0.068
63,0.666741,0.0642408
64,0.688384,0.0604139
65,0.709289,0.0565642
66,0.729395,0.0527336
67,0.748648,0.0489602
68,0.767012,0.0452774
69,0.784458,0.041714
70,0.80097,0.0382933
71,0.816542,0.0350339
72,0.831178,0.0319492
73,0.844891,0.0290485
74,0.857699,0.0263366
75,0.869629,0.023815
76,0.880712,0.0214819
77,0.890982,0.0193331
78,0.900478,0.0173625
79,0.909239,0.0155624
80,0.917307,0.0139237
